valor,hora,cidade,anomalia,score
1188,20,7,1,0.09557256490120192
109,7,6,1,0.0780142861032368
429,15,1,1,0.12853417984857873
1651,22,0,1,0.08162903970179758
1836,20,4,1,0.11450900662021946
1911,12,6,1,0.12776579512641684
1400,10,6,1,0.12859199542308114
242,21,4,1,0.0896186125803431
27,15,4,1,0.10344762688359965
2188,22,1,1,0.07019845540873615
714,12,6,1,0.1427849963860474
2211,10,4,1,0.10527869798571221
868,8,7,1,0.08240557211934552
2070,21,1,1,0.08475658669072106
577,16,4,1,0.14827463777174632
362,18,6,1,0.12148344318032911
235,23,7,1,0.022983550786029983
1298,12,7,1,0.11564256081791585
994,8,4,1,0.10860284285645183
1328,20,4,1,0.1191709587407882
921,22,6,1,0.08982862574229766
607,15,1,1,0.13261829277520204
2285,22,1,1,0.06087796246521804
1771,13,7,1,0.11642989846326351
564,20,1,1,0.10832100527077237
1086,11,7,1,0.10849399505671875
83,12,1,1,0.08339605812380968
1061,23,6,1,0.06476028066871131
1559,13,7,1,0.11460208972933317
851,13,7,1,0.11463032777943505
1146,8,6,1,0.11794858820313714
1932,8,7,1,0.07222184242757013
2008,17,1,1,0.11916451246912896
1942,13,1,1,0.12544247880427217
809,22,1,1,0.08852248689495057
1225,12,1,1,0.13099041262549282
1812,16,1,1,0.12952832251945984
14,6,1,1,0.027467568902885486
1643,12,1,1,0.13657982401647345
204,16,1,1,0.09884049597258987
1997,15,6,1,0.12339812450938775
2347,14,4,1,0.1048416952289577
178,19,7,1,0.08437601761331459
2214,6,1,1,0.05183517875956978
231,8,6,1,0.1006886259837178
579,7,4,1,0.10332577135506582
1495,7,1,1,0.09976394143189032
1442,18,7,1,0.1059621948170153
1751,6,6,1,0.07903080478667024
534,6,0,1,0.024742657246896838
2143,9,4,1,0.09825222234839576
1193,19,6,1,0.12608660500195246
2172,14,7,1,0.09638009298418487
2034,13,6,1,0.12208101566432866
512,14,7,1,0.11379408881153319
1295,11,0,1,0.10406351141974951
2459,10,0,1,0.05036489933445487
1193,17,0,1,0.11526125923229408
1673,16,0,1,0.12082460391125655
1720,15,6,1,0.1288712291499276
120,15,1,1,0.08728525928860609
198,15,0,1,0.0740494251283953
2251,19,1,1,0.0875722019552414
737,13,6,1,0.14417618465994347
845,10,1,1,0.12023321248319108
2188,13,7,1,0.0890116368658318
1611,10,7,1,0.0954677556178381
1526,17,7,1,0.10897636296634255
288,23,0,1,0.01574728857292418
629,12,4,1,0.14830034710641748
2287,17,1,1,0.09508449058580115
1136,21,1,1,0.10181204969940072
2481,11,6,1,0.0837990413464964
2038,9,6,1,0.1105575615985856
1736,16,1,1,0.13123583571747938
1099,11,6,1,0.13515236324535124
147,23,4,1,0.033955940872261614
962,13,1,1,0.13493354548150632
1027,15,0,1,0.10738291327278121
487,15,1,1,0.12940155248654778
271,22,1,1,0.060672717876682936
2214,22,4,1,0.06671622131219157
556,14,7,1,0.11132953529131501
385,22,0,1,0.04847621287562642
1363,16,0,1,0.11586500377092918
1892,23,0,1,0.03573584603575408
814,13,4,1,0.14330641674350736
1071,19,1,1,0.11154114026538503
1459,23,6,1,0.05486608878237231
121,7,7,1,0.038227816745978194
2417,18,6,1,0.07611797587092306
337,12,4,1,0.13043427343701325
1621,12,0,1,0.11483665579462626
102,17,1,1,0.08457026651536736
1121,21,6,1,0.10588555371268693
2432,14,1,1,0.08120978062560658
889,21,0,1,0.07890078939242262
2009,16,6,1,0.11969131755265905
1853,15,6,1,0.12864026746852147
2091,12,6,1,0.120557269624887
1780,12,4,1,0.13260220162945513
863,20,6,1,0.11814908933251728
1433,22,6,1,0.08342060711036958
521,19,1,1,0.10949129318226425
138,23,7,1,0.010423736607398482
2468,14,0,1,0.06404298801137198
642,14,1,1,0.13510355044896777
1781,21,7,1,0.08994853215582621
1088,10,0,1,0.08923900123683948
932,20,7,1,0.09610667919099536
748,8,1,1,0.09915883851535473
1166,19,0,1,0.10392311470490051
2163,20,1,1,0.09278454247673407
1903,23,0,1,0.03573584603575408
1727,19,1,1,0.11417671804015683
609,8,1,1,0.09310374935692445
2243,18,6,1,0.09143046438899693
1663,6,6,1,0.08165090616580606
519,10,6,1,0.12620035537217422
693,10,1,1,0.11710117401976095
387,9,6,1,0.11504946756438139
838,17,0,1,0.10412647678150333
1304,17,7,1,0.11228942560334859
1002,13,1,1,0.13135951369447701
20,10,4,1,0.0919866529359239
2083,20,1,1,0.09949741085781066
399,15,1,1,0.12431375332142902
285,17,6,1,0.11696839088725897
1236,21,0,1,0.08731953418834137
246,20,0,1,0.06577016840117689
1096,8,6,1,0.11697344716410263
978,19,6,1,0.13018844157246978
2212,10,1,1,0.09062070688555124
1402,19,7,1,0.11062709354848699
1617,23,4,1,0.05400483069837991
1132,7,1,1,0.08746569367568535
1858,20,1,1,0.11091151727490445
1783,19,0,1,0.10546648996962033
2462,16,6,1,0.07796849465279054
658,9,4,1,0.12568716355499931
693,8,4,1,0.11627647484251746
1616,20,1,1,0.1116400330686041
162,23,4,1,0.03860537511431561
839,8,7,1,0.08000430844379891
976,15,7,1,0.12023503276282982
730,23,4,1,0.061897064283134906
1221,22,7,1,0.07331945961797803
2048,23,4,1,0.05040011605605843
1611,6,4,1,0.06972402703736413
2378,18,1,1,0.07770050497388459
1462,12,0,1,0.11261165088058572
79,19,1,1,0.06761994230346136
1622,17,1,1,0.12843873989534355
1109,9,1,1,0.10609754646017949
335,22,4,1,0.07001806068085159
2434,15,4,1,0.0953875605125118
508,14,6,1,0.1373761558593523
1441,7,4,1,0.10316374897838493
1811,14,1,1,0.13476570843858166
103,17,0,1,0.05680973620031371
1944,17,1,1,0.11879187779010708
2137,10,7,1,0.08562421961046696
1453,6,7,1,0.05276728287661603
2402,9,6,1,0.08447095369141755
1000,21,7,1,0.08420339913902097
1408,7,0,1,0.07198258168994731
227,6,1,1,0.045295692047181424
480,9,1,1,0.09767870109573806
178,8,7,1,0.06595213462585459
1265,12,4,1,0.14200564707996438
394,19,4,1,0.12439873503266563
1779,19,6,1,0.1186490520261369
935,11,0,1,0.09999142524145488
2021,20,4,1,0.1102481328773896
569,19,6,1,0.12205141916868639
2352,23,6,1,0.02461442648708667
2426,8,4,1,0.06642572288633675
1753,15,4,1,0.14251693560584133
1797,15,6,1,0.12819774226665948
2048,19,7,1,0.09997201487369767
1809,15,4,1,0.14250421648575862
2179,22,0,1,0.05525601930055968
2211,23,7,1,0.019427207053977047
821,7,7,1,0.062167548714857856
659,15,1,1,0.1359286084621576
2282,9,6,1,0.09517539189441859
286,15,1,1,0.11395124136050061
2000,23,1,1,0.04631426394240967
1085,12,0,1,0.11235356626350657
388,21,4,1,0.10232721823616597
401,20,0,1,0.07938339023594898
2103,17,0,1,0.10259428833132989
53,10,1,1,0.0706226556011097
271,22,1,1,0.060672717876682936
2273,13,6,1,0.10265990988617019
430,18,0,1,0.09718578861050198
1132,19,0,1,0.10687252515742651
1129,9,1,1,0.10549969592656555
1000,22,7,1,0.06600676582703613
1466,10,4,1,0.12523721208163685
2357,21,6,1,0.06534049867681124
410,23,6,1,0.05023709961796263
931,6,4,1,0.07525438963783704
193,6,0,1,0.016871017486121187
2003,12,6,1,0.12503030908038776
1009,22,0,1,0.06621033345227656
37,23,1,1,0.018251917441148402
930,19,6,1,0.13109709925643792
1648,23,0,1,0.04264271528702668
754,14,6,1,0.14305702494712808
2005,13,4,1,0.12559450993314492
1355,14,0,1,0.11886830502452822
923,13,7,1,0.11657243408736662
1256,14,4,1,0.1426137889799196
520,12,0,1,0.09544466632822196
360,19,1,1,0.10334442455234255
2227,14,6,1,0.1114687950655408
1214,13,1,1,0.13687209244884058
1897,12,6,1,0.12802522703831803
467,16,1,1,0.12721107944729132
20,8,6,1,0.080571300141285
665,21,1,1,0.09744862373179325
1596,14,4,1,0.14137525602080797
185,12,4,1,0.12239724344010078
1769,17,6,1,0.11857103185489376
1906,8,0,1,0.08264964458193835
2228,10,7,1,0.07871922724825042
1041,21,0,1,0.08225278298992333
2236,11,0,1,0.09010528127498407
886,18,0,1,0.10840769878395284
131,12,4,1,0.11841114294517024
830,20,4,1,0.11658151001722339
1477,12,7,1,0.11479198355197084
2148,9,6,1,0.10834083463170568
1017,8,1,1,0.09477577706023688
1103,9,6,1,0.12493816439313532
937,9,6,1,0.12511399785951766
1107,16,4,1,0.14055914474384795
1975,23,6,1,0.04767980281598416
1776,13,0,1,0.11519103764205768
606,20,1,1,0.10703132017229644
464,19,0,1,0.09372165328349524
1080,9,6,1,0.12534149703859354
953,16,1,1,0.1329527476900731
1764,20,6,1,0.10874380710734988
572,16,6,1,0.1316755070951719
1062,9,6,1,0.12357955598331477
2183,6,4,1,0.05711389668372846
1970,15,0,1,0.10849031969220274
1993,19,4,1,0.1201725708971097
65,10,7,1,0.06455635238023616
2453,21,0,1,0.04133232485657645
588,14,4,1,0.14387471035066596
72,10,6,1,0.0946484566110265
854,6,1,1,0.06139099513970803
36,9,0,1,0.02768279677067076
1928,7,4,1,0.09112974784163341
750,15,0,1,0.10571481743180106
1808,6,1,1,0.06550565919994678
181,16,6,1,0.10617586236003651
470,7,4,1,0.09646644268114446
902,19,1,1,0.10818781721495074
2070,13,6,1,0.12202816373079384
143,21,6,1,0.06633306810421602
562,13,1,1,0.13417060663208769
1651,14,0,1,0.11682072496292878
36,8,7,1,0.04796960327716915
67,19,6,1,0.08331621211359563
162,8,0,1,0.04744861480654927
723,11,1,1,0.12256015645600637
1774,19,1,1,0.11150786223857445
1192,6,7,1,0.05237114046381264
1038,13,6,1,0.13945655552199238
2294,18,7,1,0.07183959425805286
1151,21,1,1,0.1019740362183188
2058,7,6,1,0.09550229689312145
1696,6,0,1,0.03702533110584938
1718,6,6,1,0.07984314356444333
510,19,4,1,0.1280963363622557
276,9,6,1,0.11071552408587187
2153,14,4,1,0.11973599441147043
263,10,7,1,0.08346274151692001
1821,8,6,1,0.10918435321227371
2056,6,4,1,0.06724609815573757
1048,18,4,1,0.13198477312250928
1453,20,1,1,0.11378453829917756
1919,11,7,1,0.09952322391214175
628,17,6,1,0.13470983114278845
1309,10,7,1,0.09772134230308038
799,19,7,1,0.10744401418600891
1096,13,0,1,0.11206767493928949
1198,17,7,1,0.11176908950963066
1292,18,7,1,0.1110723953244947
1734,18,0,1,0.119503013522953
75,12,6,1,0.09574659606334895
1301,8,7,1,0.08205618890243682
94,14,1,1,0.08925351885343547
1510,7,0,1,0.07570079175405964
2197,23,0,1,0.020466424261756377
1363,9,0,1,0.0890816685331115
161,8,4,1,0.09422441041831386
50,17,7,1,0.06692808475232348
1793,21,6,1,0.09910096949425656
1659,13,1,1,0.13608188837730728
843,16,0,1,0.10613023152738882
2095,22,4,1,0.07339492145180793
1861,9,1,1,0.11165196809916406
2006,13,7,1,0.10951984106702584
2348,17,7,1,0.06862637785294967
1039,23,4,1,0.05880298844834242
2495,18,7,1,0.05347015938073607
2011,13,7,1,0.10837417988079873
1718,18,0,1,0.1212471870019804
916,23,1,1,0.05577600705578378
575,16,7,1,0.10341208179251155
2066,8,4,1,0.09400873408417032
2409,20,4,1,0.08267303801116388
2017,18,0,1,0.10759232207429392
576,10,1,1,0.11450644581755653
1712,15,6,1,0.1275745267098014
2355,20,0,1,0.05447443514975481
1584,10,1,1,0.12333450652310501
1647,10,4,1,0.11959554505705094
2312,21,1,1,0.0657103498698578
1962,11,6,1,0.12154512456723754
2433,23,0,-1,-0.0014005770898293246
1176,6,1,1,0.06599922424269422
36,8,7,1,0.04796960327716915
245,11,4,1,0.1158574163945365
2232,17,7,1,0.078852270049939
1849,19,4,1,0.12198590293318462
808,7,0,1,0.06292777450733067
125,21,4,1,0.07929173153565794
1238,11,6,1,0.13403463867306115
2049,16,7,1,0.10158860322827018
181,9,6,1,0.10801608099764759
1596,15,4,1,0.146250346755393
2258,19,7,1,0.07839494412550674
431,14,6,1,0.13049713115539774
903,12,6,1,0.14278802544074076
1311,11,0,1,0.10813625004856187
830,17,1,1,0.12742700991013023
425,11,7,1,0.097512899369327
1448,15,4,1,0.14723593819232716
1769,13,1,1,0.13476454490958645
136,12,1,1,0.09194372723526634
1890,6,0,1,0.0338577946876889
1307,11,1,1,0.12669727377360668
443,7,1,1,0.07785856756262854
2046,22,7,1,0.059658203140298904
1559,18,0,1,0.12076162761216547
1390,17,7,1,0.11238238271878592
564,13,4,1,0.14273850141150962
2486,21,1,1,0.048639869460839535
2172,17,4,1,0.1189713908962261
1729,14,6,1,0.13253371136130793
1461,21,6,1,0.09793150290250302
55,9,0,1,0.032195181281245544
178,22,4,1,0.06257289503848185
1103,20,4,1,0.11646345742273523
31,18,4,1,0.09571770395138196
637,6,0,1,0.027682007292348154
67,8,4,1,0.08194147776179883
1396,19,7,1,0.1099710129258617
1019,9,1,1,0.10553238331895715
1267,14,1,1,0.13463952008383973
544,10,7,1,0.09072735533726162
1147,14,7,1,0.12381664009070853
1716,16,4,1,0.13815037088851945
1445,16,6,1,0.1286541348763845
2073,11,6,1,0.1180277629624657
869,7,0,1,0.06381678549664627
1149,16,1,1,0.13139925968399502
439,13,6,1,0.1318613103074341
1584,6,4,1,0.07424201788413043
2201,6,1,1,0.052202650651090976
1857,18,4,1,0.13270307088267802
1066,20,4,1,0.11132999114230652
1191,11,4,1,0.13884614896038727
1423,13,7,1,0.11727769498507079
1811,13,0,1,0.11606916210313217
2299,13,7,1,0.07594501567906087
1965,18,4,1,0.1269869545897359
923,14,1,1,0.13379142745620498
29,20,7,1,0.05690736608782421
1915,8,0,1,0.08264964458193835
544,20,1,1,0.10690385289311366
1672,11,7,1,0.10469840627168403
486,22,1,1,0.07947087818381138
680,17,1,1,0.1233985240697173
525,10,1,1,0.10809291729662518
1991,20,0,1,0.09342482558758036
1318,7,6,1,0.11161850588939426
394,13,0,1,0.09500530773233895
680,15,7,1,0.11545566139432883
205,6,6,1,0.059544281866075854
1330,11,1,1,0.12797400722065866
1489,11,4,1,0.13578074508918625
1701,11,0,1,0.10563087261914184
437,11,1,1,0.11512321563135497
2171,9,1,1,0.09270639944890235
44,13,1,1,0.08284519037631233
122,14,6,1,0.09903122056594865
1813,11,6,1,0.12185069395726644
471,11,6,1,0.12628385955543586
1491,19,6,1,0.12250191700864888
981,18,6,1,0.141236673946182
1308,8,6,1,0.11804705104358959
2268,10,6,1,0.10211646357649112
364,10,1,1,0.10227745448321535
13343,0,5,-1,-0.10555202101741767
35151,0,2,-1,-0.1651734635281119
35071,2,5,-1,-0.15348583378438696
12749,3,2,-1,-0.08965044583874615
22096,4,3,-1,-0.1130010711390389
15842,4,2,-1,-0.09709128375632725
17075,3,5,-1,-0.11328277064778813
18612,0,3,-1,-0.14160752953872469
34923,4,2,-1,-0.14687801347927798
43606,0,2,-1,-0.18708906699572048
24217,2,5,-1,-0.13793569664990024
13503,2,3,-1,-0.1124890834462956
14998,1,5,-1,-0.10648328323760092
40206,3,3,-1,-0.15546201365860512
35282,3,3,-1,-0.13938545532750923
25418,2,2,-1,-0.13020852193397658
33223,0,3,-1,-0.16004661390328379
24580,0,5,-1,-0.1439118352158707
44914,1,3,-1,-0.1739691122305339
38709,2,2,-1,-0.16158102824237663
48783,3,2,-1,-0.1713716466721542
36206,4,5,-1,-0.15902539991832865
35215,4,5,-1,-0.15196783407415293
34349,3,5,-1,-0.14894106255808148
11204,0,3,-1,-0.11104102904990731
11623,4,3,-1,-0.07552845700833288
44283,2,5,-1,-0.17919047895809348
32695,3,2,-1,-0.14087788990517902
12957,1,3,-1,-0.10904675858832069
27252,4,5,-1,-0.13793569664990024
24478,0,2,-1,-0.14608422618749373
47225,0,3,-1,-0.18973979354995396
14998,4,2,-1,-0.09709128375632725
18046,0,3,-1,-0.13713486882206394
27744,3,2,-1,-0.13294147209682405
42791,2,5,-1,-0.17605342063518103
30402,2,5,-1,-0.15146251849001446
45651,1,3,-1,-0.17553181458435974
13542,0,5,-1,-0.10792644623349368
46472,3,2,-1,-0.17033511832664439
25649,4,2,-1,-0.12038752249444595
13941,0,2,-1,-0.11879111761250916
41031,4,3,-1,-0.15671666269197204
45826,0,5,-1,-0.1865599969029127
28570,4,5,-1,-0.14091770088085853
32834,0,2,-1,-0.16311856023567284
24881,3,2,-1,-0.11949166060251104
32869,0,3,-1,-0.16004661390328379
36933,0,5,-1,-0.16981737989237466
14967,1,2,-1,-0.11431614015306757
